fish,block,lake,date,DOY,year,trap,dip_tot,hemip_tot,cole_tot,trichop,ephem,total,data_flag,date_off,days_to_solstice,max_hourly_temp,peaktemp,dailytemp,DSI,logtot,dailytemp_sq
1,2,H2P,2021-07-21,202,2021,E - cobble,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,15.65625,54,0.6931471805599453,245.1181640625
1,2,H2P,2021-07-21,202,2021,N - sand,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,15.65625,54,0.6931471805599453,245.1181640625
1,2,H2P,2021-07-21,202,2021,S - boulder,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,15.65625,54,0.6931471805599453,245.1181640625
1,2,H2P,2021-07-21,202,2021,S - boulder/silt,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,15.65625,54,0.6931471805599453,245.1181640625
0,3,H3A,2021-06-19,170,2021,E-Sand/Cobble,11,1,0,0,1,13,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,2.6390573296152584,202.03305802777777
0,3,H3A,2021-06-19,170,2021,N-Boulder,8,0,0,0,1,9,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,2.302585092994046,202.03305802777777
0,3,H3A,2021-06-19,170,2021,N-C/G,0,6,0,0,0,6,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,1.9459101490553132,202.03305802777777
0,3,H3A,2021-06-19,170,2021,S-Cobble/Gravel,2,0,0,0,3,5,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,1.791759469228055,202.03305802777777
0,3,H3A,2021-06-19,170,2021,S-Sand,3,0,0,0,2,5,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,1.791759469228055,202.03305802777777
0,3,H3A,2021-06-19,170,2021,W-boulder,4,0,0,0,0,4,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,1.6094379124341003,202.03305802777777
0,3,H3A,2021-06-19,170,2021,W-S,1,0,0,0,1,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,1.0986122886681098,202.03305802777777
0,3,H3A,2021-07-03,184,2021,E - S/C,1,0,1,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.0986122886681098,177.8203856944114
0,3,H3A,2021-07-03,184,2021,N - cobble,2,0,0,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.0986122886681098,177.8203856944114
0,3,H3A,2021-07-03,184,2021,S - B/T,1,0,0,1,1,3,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.3862943611198906,177.8203856944114
0,3,H3A,2021-07-03,184,2021,S - sand,2,0,0,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.0986122886681098,177.8203856944114
0,3,H3A,2021-07-03,184,2021,W - B/C,2,0,0,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.0986122886681098,177.8203856944114
0,3,H3A,2021-07-19,200,2021,E - silt/cobble,3,0,0,0,0,3,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,15.044935483870967,55,1.3862943611198906,226.35008371383972
0,3,H3A,2021-07-19,200,2021,E - TB,1,0,0,0,0,1,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,15.044935483870967,55,0.6931471805599453,226.35008371383972
0,3,H3A,2021-07-19,200,2021,N - cobble,1,0,0,1,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,15.044935483870967,55,1.0986122886681098,226.35008371383972
0,3,H3A,2021-07-19,200,2021,S - boulder/cobble,2,0,0,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,15.044935483870967,55,1.0986122886681098,226.35008371383972
0,3,H3A,2021-07-19,200,2021,W - boulder/cobble,2,0,0,0,0,2,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,15.044935483870967,55,1.0986122886681098,226.35008371383972
1,3,H3P,2021-06-19,170,2021,N-boulder + cobble,11,0,1,0,0,12,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.108333333333334,20,2.5649493574615367,171.8284027777778
1,3,H3P,2021-06-19,170,2021,N-cobble/sand,5,0,4,0,0,9,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.108333333333334,20,2.302585092994046,171.8284027777778
1,3,H3P,2021-06-19,170,2021,W-cobble,9,0,2,0,0,11,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.108333333333334,20,2.4849066497880004,171.8284027777778
1,3,H3P,2021-06-19,170,2021,W-Cobble/Sand,12,0,0,0,0,12,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.108333333333334,20,2.5649493574615367,171.8284027777778
1,3,H3P,2021-07-03,184,2021,E - gravel,1,0,0,0,0,1,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,0.6931471805599453,187.68905517360284
1,3,H3P,2021-07-03,184,2021,E - S60 G40,3,0,0,0,0,3,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,1.3862943611198906,187.68905517360284
1,3,H3P,2021-07-03,184,2021,N - cobble,5,0,0,2,0,7,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,2.0794415416798357,187.68905517360284
1,3,H3P,2021-07-03,184,2021,N - sand,4,0,0,0,0,4,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,1.6094379124341003,187.68905517360284
1,3,H3P,2021-07-03,184,2021,W - cobble,4,0,0,0,0,4,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,1.6094379124341003,187.68905517360284
1,3,H3P,2021-07-03,184,2021,W - sand,1,0,0,0,0,1,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,0.6931471805599453,187.68905517360284
1,3,H3P,2021-07-19,200,2021,E - sand/gravel,1,0,0,0,0,1,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,15.266903225806452,50,0.6931471805599453,233.07833410613944
1,3,H3P,2021-07-19,200,2021,S - cobble,1,0,0,0,0,1,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,15.266903225806452,50,0.6931471805599453,233.07833410613944
0,2,H2A,2021-06-18,169,2021,N-Sand/Boulder,1,0,1,0,2,4,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.6094379124341003,183.17755651010702
0,3,H3A,2021-07-03,184,2021,N - B/C,3,0,0,0,0,3,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,1.3862943611198906,177.8203856944114
0,3,H3A,2021-07-03,184,2021,E - cobble,1,0,0,0,0,1,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,0.6931471805599453,177.8203856944114
0,2,H2A,2021-06-18,169,2021,E-S/G,1,0,0,0,1,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.0986122886681098,183.17755651010702
0,2,H2A,2021-06-18,169,2021,S-Boulder,0,0,0,0,3,3,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.3862943611198906,183.17755651010702
0,3,H3A,2021-06-19,170,2021,E-boulder,0,0,0,0,1,1,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,14.213833333333334,25,0.6931471805599453,202.03305802777777
0,3,H3A,2021-07-03,184,2021,W - sand,0,0,0,0,1,1,n,2021-05-25T00:00:00Z,27,17.1415,16.443793103448275,13.334931034482759,39,0.6931471805599453,177.8203856944114
1,3,H3P,2021-06-19,170,2021,S-Sand,0,0,0,0,0,0,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.108333333333334,20,0,171.8284027777778
0,1,H1A,2021-07-05,186,2021,W - CT,1,0,0,0,0,1,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,0.6931471805599453,167.08949913079667
0,1,H1A,2021-07-05,186,2021,E,0,0,0,0,0,0,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,0,167.08949913079667
0,2,H2A,2021-07-04,185,2021,N - sand,0,0,0,0,0,0,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,0,192.05945589060642
1,2,H2P,2021-07-04,185,2021,W - silt,0,0,0,0,0,0,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,0,183.12062349108203
1,3,H3P,2021-07-03,184,2021,S - G80 S20,0,0,0,0,0,0,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,0,187.68905517360284
1,3,H3P,2021-07-03,184,2021,S - S50 G50,0,0,0,0,0,0,n,2021-05-30T00:00:00Z,22,16.300333333333334,15.784387096774193,13.69996551724138,34,0,187.68905517360284
